ctgov,dat
NCT00915772," t=1.000e+00, est=9.982e-01 ; t=1.200e+01, est=9.947e-01 ; t=1.300e+01, est=9.876e-01 ; t=1.400e+01, est=9.859e-01 ; t=2.000e+01, est=9.806e-01 ; t=4.200e+01, est=9.770e-01 ; t=5.600e+01, est=9.576e-01 ; t=7.200e+01, est=9.505e-01 ; t=1.180e+02, est=9.488e-01 ; t=1.310e+02, est=9.452e-01 ; t=1.320e+02, est=9.399e-01 ; t=1.370e+02, est=9.329e-01 ; t=1.400e+02, est=9.223e-01 ; t=1.630e+02, est=9.117e-01 ; t=2.090e+02, est=8.993e-01 ; t=2.160e+02, est=8.905e-01 ; t=2.180e+02, est=8.852e-01 ; t=2.280e+02, est=8.834e-01 ; t=2.370e+02, est=8.746e-01 ; t=2.410e+02, est=8.675e-01 ; t=2.900e+02, est=8.551e-01 ; t=3.000e+02, est=8.445e-01 ; t=3.110e+02, est=8.251e-01 ; t=3.240e+02, est=8.163e-01 ; t=3.550e+02, est=8.092e-01 ; t=3.690e+02, est=8.092e-01 ; t=3.710e+02, est=8.055e-01 ; t=4.080e+02, est=8.055e-01 "
NCT00926289," t=1.000e+00, est=9.989e-01 ; t=2.000e+00, est=9.977e-01 ; t=3.000e+00, est=9.955e-01 ; t=5.000e+00, est=9.932e-01 ; t=7.000e+00, est=9.842e-01 ; t=8.000e+00, est=9.831e-01 ; t=9.000e+00, est=9.797e-01 ; t=1.300e+01, est=9.764e-01 ; t=1.500e+01, est=9.752e-01 ; t=1.600e+01, est=9.718e-01 ; t=2.000e+01, est=9.617e-01 ; t=2.200e+01, est=9.572e-01 ; t=2.400e+01, est=9.550e-01 ; t=2.800e+01, est=9.516e-01 ; t=3.000e+01, est=9.505e-01 ; t=3.100e+01, est=9.482e-01 ; t=3.300e+01, est=9.448e-01 ; t=3.400e+01, est=9.392e-01 ; t=3.500e+01, est=9.381e-01 ; t=3.600e+01, est=9.358e-01 ; t=3.900e+01, est=9.358e-01 ; t=4.100e+01, est=9.347e-01 ; t=6.300e+01, est=9.347e-01 "
NCT00954447," t=1.000e+00, est=9.984e-01 ; t=3.300e+01, est=9.872e-01 ; t=5.200e+01, est=9.729e-01 ; t=5.400e+01, est=9.673e-01 ; t=8.200e+01, est=9.625e-01 ; t=8.400e+01, est=9.601e-01 ; t=9.000e+01, est=9.593e-01 ; t=9.200e+01, est=9.561e-01 ; t=1.010e+02, est=9.514e-01 ; t=1.220e+02, est=9.466e-01 ; t=1.290e+02, est=9.418e-01 ; t=1.480e+02, est=9.394e-01 ; t=1.650e+02, est=9.338e-01 ; t=1.670e+02, est=9.330e-01 ; t=1.680e+02, est=9.290e-01 ; t=1.690e+02, est=9.282e-01 ; t=1.840e+02, est=9.203e-01 ; t=2.150e+02, est=9.179e-01 ; t=2.440e+02, est=9.051e-01 ; t=2.590e+02, est=9.019e-01 ; t=2.810e+02, est=9.011e-01 ; t=3.020e+02, est=8.923e-01 ; t=3.480e+02, est=8.860e-01 ; t=3.600e+02, est=8.819e-01 ; t=3.610e+02, est=8.811e-01 ; t=3.650e+02, est=8.666e-01 ; t=3.700e+02, est=8.644e-01 ; t=7.110e+02, est=8.644e-01 "
NCT00970632," t=2.000e+00, est=9.980e-01 ; t=6.000e+00, est=9.961e-01 ; t=8.000e+00, est=9.922e-01 ; t=1.400e+01, est=9.883e-01 ; t=2.200e+01, est=9.824e-01 ; t=2.300e+01, est=9.804e-01 ; t=2.600e+01, est=9.785e-01 ; t=2.800e+01, est=9.687e-01 ; t=2.900e+01, est=9.628e-01 ; t=3.000e+01, est=9.609e-01 ; t=3.200e+01, est=9.589e-01 ; t=3.300e+01, est=9.569e-01 ; t=3.700e+01, est=9.530e-01 ; t=4.000e+01, est=9.511e-01 ; t=5.100e+01, est=9.472e-01 ; t=5.700e+01, est=9.354e-01 ; t=5.800e+01, est=9.315e-01 ; t=6.000e+01, est=9.276e-01 ; t=6.300e+01, est=9.256e-01 ; t=6.500e+01, est=9.237e-01 ; t=6.800e+01, est=9.217e-01 ; t=7.000e+01, est=9.139e-01 ; t=7.600e+01, est=9.139e-01 ; t=7.700e+01, est=9.099e-01 ; t=7.900e+01, est=9.099e-01 ; t=8.200e+01, est=9.034e-01 ; t=8.400e+01, est=8.939e-01 ; t=1.450e+02, est=8.939e-01 "
NCT00975195," t=1.000e+00, est=9.960e-01 ; t=2.400e+01, est=9.851e-01 ; t=2.500e+01, est=9.831e-01 ; t=3.500e+01, est=9.811e-01 ; t=4.000e+01, est=9.771e-01 ; t=4.200e+01, est=9.670e-01 ; t=4.900e+01, est=9.598e-01 ; t=7.900e+01, est=9.477e-01 ; t=8.200e+01, est=9.453e-01 ; t=8.400e+01, est=9.396e-01 ; t=9.100e+01, est=9.300e-01 ; t=1.220e+02, est=9.147e-01 ; t=1.260e+02, est=9.078e-01 ; t=1.340e+02, est=9.010e-01 ; t=1.610e+02, est=8.942e-01 ; t=1.700e+02, est=8.877e-01 ; t=1.840e+02, est=8.817e-01 ; t=1.890e+02, est=8.753e-01 ; t=1.940e+02, est=8.728e-01 ; t=2.030e+02, est=8.716e-01 ; t=2.250e+02, est=8.632e-01 ; t=2.470e+02, est=8.592e-01 ; t=2.520e+02, est=8.539e-01 ; t=3.000e+02, est=8.398e-01 ; t=3.420e+02, est=8.221e-01 ; t=3.470e+02, est=8.181e-01 ; t=3.630e+02, est=8.158e-01 ; t=4.870e+02, est=8.158e-01 "
NCT00996658," t=1.000e+00, est=9.963e-01 ; t=5.000e+00, est=9.926e-01 ; t=3.100e+01, est=9.853e-01 ; t=4.200e+01, est=9.743e-01 ; t=4.700e+01, est=9.706e-01 ; t=5.500e+01, est=9.669e-01 ; t=5.600e+01, est=9.632e-01 ; t=6.700e+01, est=9.596e-01 ; t=7.700e+01, est=9.559e-01 ; t=7.800e+01, est=9.522e-01 ; t=8.800e+01, est=9.338e-01 ; t=8.900e+01, est=9.301e-01 ; t=9.300e+01, est=9.265e-01 ; t=9.800e+01, est=9.228e-01 ; t=1.020e+02, est=9.191e-01 ; t=1.110e+02, est=9.154e-01 ; t=1.130e+02, est=9.118e-01 ; t=1.220e+02, est=9.044e-01 ; t=1.260e+02, est=9.007e-01 ; t=1.280e+02, est=8.971e-01 ; t=1.430e+02, est=8.934e-01 ; t=1.560e+02, est=8.934e-01 ; t=1.580e+02, est=8.897e-01 ; t=2.150e+02, est=8.897e-01 "
NCT01064687," t=5.000e+00, est=9.990e-01 ; t=1.300e+01, est=9.980e-01 ; t=1.600e+01, est=9.908e-01 ; t=2.800e+01, est=9.836e-01 ; t=3.300e+01, est=9.785e-01 ; t=3.500e+01, est=9.744e-01 ; t=4.900e+01, est=9.723e-01 ; t=5.700e+01, est=9.672e-01 ; t=7.000e+01, est=9.662e-01 ; t=8.900e+01, est=9.611e-01 ; t=1.010e+02, est=9.549e-01 ; t=1.310e+02, est=9.518e-01 ; t=1.340e+02, est=9.488e-01 ; t=1.660e+02, est=9.447e-01 ; t=2.380e+02, est=9.211e-01 ; t=2.720e+02, est=9.170e-01 ; t=2.950e+02, est=9.068e-01 ; t=3.110e+02, est=9.027e-01 ; t=3.430e+02, est=8.975e-01 ; t=3.600e+02, est=8.975e-01 ; t=3.630e+02, est=8.962e-01 ; t=3.650e+02, est=8.918e-01 ; t=3.670e+02, est=8.918e-01 ; t=3.680e+02, est=8.873e-01 ; t=4.320e+02, est=8.873e-01 "
NCT01075282," t=3.000e+00, est=9.988e-01 ; t=1.800e+01, est=9.876e-01 ; t=3.000e+01, est=9.827e-01 ; t=3.600e+01, est=9.727e-01 ; t=5.600e+01, est=9.690e-01 ; t=6.400e+01, est=9.653e-01 ; t=9.800e+01, est=9.628e-01 ; t=1.110e+02, est=9.591e-01 ; t=1.480e+02, est=9.554e-01 ; t=1.810e+02, est=9.430e-01 ; t=2.410e+02, est=9.368e-01 ; t=2.610e+02, est=9.318e-01 ; t=3.060e+02, est=9.306e-01 ; t=3.080e+02, est=9.281e-01 ; t=3.510e+02, est=9.269e-01 ; t=3.810e+02, est=9.219e-01 ; t=4.270e+02, est=9.195e-01 ; t=4.390e+02, est=9.145e-01 ; t=4.570e+02, est=9.133e-01 ; t=4.620e+02, est=9.108e-01 ; t=4.840e+02, est=9.095e-01 ; t=5.080e+02, est=9.046e-01 ; t=5.420e+02, est=9.033e-01 ; t=5.450e+02, est=9.019e-01 ; t=5.460e+02, est=8.953e-01 ; t=5.490e+02, est=8.953e-01 ; t=5.500e+02, est=8.909e-01 ; t=6.080e+02, est=8.909e-01 "
NCT01084005," t=1.000e+01, est=9.959e-01 ; t=1.500e+01, est=9.917e-01 ; t=1.900e+01, est=9.876e-01 ; t=2.100e+01, est=9.834e-01 ; t=2.600e+01, est=9.793e-01 ; t=4.100e+01, est=9.751e-01 ; t=4.400e+01, est=9.710e-01 ; t=5.400e+01, est=9.668e-01 ; t=7.500e+01, est=9.627e-01 ; t=8.000e+01, est=9.585e-01 ; t=8.600e+01, est=9.544e-01 ; t=1.130e+02, est=9.502e-01 ; t=1.190e+02, est=9.461e-01 ; t=1.260e+02, est=9.378e-01 ; t=1.290e+02, est=9.336e-01 ; t=1.360e+02, est=9.295e-01 ; t=1.380e+02, est=9.253e-01 ; t=1.500e+02, est=9.212e-01 ; t=1.640e+02, est=9.212e-01 ; t=1.650e+02, est=9.159e-01 ; t=1.710e+02, est=9.159e-01 ; t=1.720e+02, est=8.924e-01 ; t=1.890e+02, est=8.924e-01 "
NCT01087502," t=1.000e+00, est=9.915e-01 ; t=8.000e+00, est=9.872e-01 ; t=9.000e+00, est=9.830e-01 ; t=5.000e+01, est=9.745e-01 ; t=6.000e+01, est=9.617e-01 ; t=7.900e+01, est=9.532e-01 ; t=8.300e+01, est=9.447e-01 ; t=8.700e+01, est=9.404e-01 ; t=8.800e+01, est=9.362e-01 ; t=9.800e+01, est=9.277e-01 ; t=1.000e+02, est=9.191e-01 ; t=1.040e+02, est=9.149e-01 ; t=1.250e+02, est=9.021e-01 ; t=1.320e+02, est=8.936e-01 ; t=1.470e+02, est=8.851e-01 ; t=1.480e+02, est=8.809e-01 ; t=2.100e+02, est=8.596e-01 ; t=2.170e+02, est=8.511e-01 ; t=2.650e+02, est=8.340e-01 ; t=2.780e+02, est=8.255e-01 ; t=2.910e+02, est=8.213e-01 ; t=2.930e+02, est=8.170e-01 ; t=3.110e+02, est=8.128e-01 ; t=3.270e+02, est=8.043e-01 ; t=3.350e+02, est=7.957e-01 ; t=3.430e+02, est=7.915e-01 ; t=3.450e+02, est=7.872e-01 ; t=3.810e+02, est=7.872e-01 "
NCT01126437," t=1.000e+00, est=9.947e-01 ; t=1.400e+01, est=9.819e-01 ; t=4.000e+01, est=9.692e-01 ; t=4.900e+01, est=9.603e-01 ; t=9.500e+01, est=9.385e-01 ; t=1.590e+02, est=9.217e-01 ; t=1.810e+02, est=9.122e-01 ; t=2.470e+02, est=8.986e-01 ; t=2.680e+02, est=8.903e-01 ; t=3.340e+02, est=8.784e-01 ; t=3.480e+02, est=8.721e-01 ; t=4.130e+02, est=8.587e-01 ; t=4.410e+02, est=8.489e-01 ; t=4.890e+02, est=8.408e-01 ; t=5.180e+02, est=8.299e-01 ; t=6.800e+02, est=7.996e-01 ; t=8.310e+02, est=7.773e-01 ; t=8.770e+02, est=7.638e-01 ; t=9.230e+02, est=7.565e-01 ; t=9.540e+02, est=7.356e-01 ; t=9.720e+02, est=7.294e-01 ; t=1.009e+03, est=7.260e-01 ; t=1.010e+03, est=7.192e-01 ; t=1.015e+03, est=7.192e-01 ; t=1.016e+03, est=6.967e-01 ; t=1.017e+03, est=6.967e-01 ; t=1.018e+03, est=6.636e-01 ; t=1.026e+03, est=6.636e-01 "
NCT01126580," t=4.000e+00, est=9.988e-01 ; t=7.000e+00, est=9.938e-01 ; t=1.200e+01, est=9.913e-01 ; t=1.600e+01, est=9.839e-01 ; t=2.600e+01, est=9.777e-01 ; t=3.300e+01, est=9.690e-01 ; t=3.700e+01, est=9.678e-01 ; t=4.200e+01, est=9.591e-01 ; t=8.400e+01, est=9.480e-01 ; t=9.000e+01, est=9.442e-01 ; t=9.800e+01, est=9.343e-01 ; t=1.320e+02, est=9.170e-01 ; t=1.380e+02, est=9.095e-01 ; t=1.510e+02, est=9.058e-01 ; t=1.600e+02, est=8.996e-01 ; t=1.760e+02, est=8.971e-01 ; t=1.900e+02, est=8.835e-01 ; t=2.020e+02, est=8.798e-01 ; t=2.060e+02, est=8.748e-01 ; t=2.510e+02, est=8.625e-01 ; t=2.810e+02, est=8.451e-01 ; t=3.020e+02, est=8.414e-01 ; t=3.230e+02, est=8.327e-01 ; t=3.360e+02, est=8.327e-01 ; t=3.420e+02, est=8.277e-01 ; t=3.700e+02, est=8.261e-01 ; t=3.710e+02, est=8.195e-01 ; t=4.610e+02, est=8.195e-01 "
NCT01131676," t=1.000e+00, est=9.980e-01 ; t=1.500e+02, est=9.309e-01 ; t=2.690e+02, est=9.028e-01 ; t=3.680e+02, est=8.517e-01 ; t=4.200e+02, est=8.417e-01 ; t=4.580e+02, est=8.216e-01 ; t=5.000e+02, est=7.836e-01 ; t=6.130e+02, est=7.495e-01 ; t=6.720e+02, est=7.141e-01 ; t=7.470e+02, est=6.893e-01 ; t=7.830e+02, est=6.628e-01 ; t=8.470e+02, est=6.426e-01 ; t=8.560e+02, est=6.285e-01 ; t=9.440e+02, est=5.969e-01 ; t=9.710e+02, est=5.721e-01 ; t=1.042e+03, est=5.560e-01 ; t=1.078e+03, est=5.316e-01 ; t=1.143e+03, est=5.168e-01 ; t=1.178e+03, est=4.953e-01 ; t=1.264e+03, est=4.718e-01 ; t=1.269e+03, est=4.637e-01 ; t=1.356e+03, est=4.553e-01 ; t=1.363e+03, est=4.410e-01 ; t=1.407e+03, est=4.263e-01 ; t=1.411e+03, est=4.116e-01 ; t=1.433e+03, est=4.116e-01 ; t=1.434e+03, est=4.015e-01 ; t=1.545e+03, est=4.015e-01 "
NCT01159600," t=1.000e+00, est=9.969e-01 ; t=9.000e+00, est=9.900e-01 ; t=1.100e+01, est=9.862e-01 ; t=1.800e+01, est=9.847e-01 ; t=2.100e+01, est=9.831e-01 ; t=3.000e+01, est=9.816e-01 ; t=3.100e+01, est=9.800e-01 ; t=4.000e+01, est=9.747e-01 ; t=4.400e+01, est=9.701e-01 ; t=5.500e+01, est=9.670e-01 ; t=5.800e+01, est=9.647e-01 ; t=6.500e+01, est=9.624e-01 ; t=7.500e+01, est=9.609e-01 ; t=7.900e+01, est=9.570e-01 ; t=8.200e+01, est=9.563e-01 ; t=9.000e+01, est=9.486e-01 ; t=1.010e+02, est=9.440e-01 ; t=1.110e+02, est=9.424e-01 ; t=1.220e+02, est=9.394e-01 ; t=1.250e+02, est=9.371e-01 ; t=1.260e+02, est=9.348e-01 ; t=1.270e+02, est=9.340e-01 ; t=1.340e+02, est=9.309e-01 ; t=1.430e+02, est=9.294e-01 ; t=1.470e+02, est=9.256e-01 ; t=1.620e+02, est=9.248e-01 ; t=1.630e+02, est=9.240e-01 ; t=2.230e+02, est=9.240e-01 "
NCT01164501," t=1.000e+00, est=9.986e-01 ; t=1.000e+01, est=9.946e-01 ; t=2.500e+01, est=9.919e-01 ; t=2.900e+01, est=9.837e-01 ; t=3.900e+01, est=9.810e-01 ; t=4.300e+01, est=9.756e-01 ; t=6.400e+01, est=9.688e-01 ; t=7.500e+01, est=9.621e-01 ; t=7.900e+01, est=9.566e-01 ; t=8.700e+01, est=9.526e-01 ; t=9.200e+01, est=9.458e-01 ; t=1.240e+02, est=9.404e-01 ; t=1.260e+02, est=9.295e-01 ; t=1.320e+02, est=9.255e-01 ; t=1.670e+02, est=9.214e-01 ; t=1.680e+02, est=9.187e-01 ; t=1.810e+02, est=9.133e-01 ; t=2.090e+02, est=9.106e-01 ; t=2.400e+02, est=9.038e-01 ; t=2.620e+02, est=8.957e-01 ; t=2.830e+02, est=8.930e-01 ; t=3.010e+02, est=8.875e-01 ; t=3.070e+02, est=8.835e-01 ; t=3.210e+02, est=8.794e-01 ; t=3.470e+02, est=8.767e-01 ; t=4.500e+02, est=8.767e-01 "
NCT01167881," t=1.000e+00, est=9.987e-01 ; t=2.500e+01, est=9.890e-01 ; t=3.600e+01, est=9.819e-01 ; t=8.300e+01, est=9.676e-01 ; t=8.400e+01, est=9.644e-01 ; t=9.600e+01, est=9.573e-01 ; t=1.120e+02, est=9.560e-01 ; t=1.320e+02, est=9.469e-01 ; t=1.960e+02, est=9.417e-01 ; t=2.160e+02, est=9.346e-01 ; t=2.220e+02, est=9.301e-01 ; t=2.710e+02, est=9.249e-01 ; t=2.800e+02, est=9.210e-01 ; t=3.110e+02, est=9.159e-01 ; t=3.510e+02, est=9.120e-01 ; t=3.800e+02, est=9.010e-01 ; t=4.480e+02, est=8.919e-01 ; t=4.810e+02, est=8.816e-01 ; t=5.440e+02, est=8.777e-01 ; t=5.520e+02, est=8.738e-01 ; t=5.740e+02, est=8.699e-01 ; t=6.300e+02, est=8.667e-01 ; t=6.490e+02, est=8.628e-01 ; t=6.640e+02, est=8.563e-01 ; t=7.260e+02, est=8.537e-01 ; t=7.290e+02, est=8.478e-01 ; t=7.350e+02, est=8.443e-01 ; t=1.500e+03, est=8.443e-01 "
NCT01177813," t=1.000e+00, est=9.956e-01 ; t=3.800e+01, est=9.833e-01 ; t=4.000e+01, est=9.800e-01 ; t=4.200e+01, est=9.689e-01 ; t=4.500e+01, est=9.644e-01 ; t=4.600e+01, est=9.600e-01 ; t=5.700e+01, est=9.455e-01 ; t=7.000e+01, est=9.444e-01 ; t=8.300e+01, est=9.410e-01 ; t=8.400e+01, est=9.366e-01 ; t=8.500e+01, est=9.344e-01 ; t=9.000e+01, est=9.321e-01 ; t=9.500e+01, est=9.266e-01 ; t=9.700e+01, est=9.255e-01 ; t=9.800e+01, est=9.232e-01 ; t=1.000e+02, est=9.210e-01 ; t=1.090e+02, est=9.177e-01 ; t=1.170e+02, est=9.166e-01 ; t=1.250e+02, est=9.132e-01 ; t=1.270e+02, est=9.099e-01 ; t=1.410e+02, est=9.077e-01 ; t=1.500e+02, est=9.043e-01 ; t=1.520e+02, est=9.021e-01 ; t=1.630e+02, est=9.021e-01 ; t=1.640e+02, est=8.998e-01 ; t=1.650e+02, est=8.998e-01 ; t=1.680e+02, est=8.962e-01 ; t=2.110e+02, est=8.962e-01 "
NCT01191268," t=5.000e+00, est=9.989e-01 ; t=7.000e+00, est=9.932e-01 ; t=1.300e+01, est=9.910e-01 ; t=1.400e+01, est=9.853e-01 ; t=2.700e+01, est=9.706e-01 ; t=3.000e+01, est=9.627e-01 ; t=4.000e+01, est=9.581e-01 ; t=5.900e+01, est=9.378e-01 ; t=7.300e+01, est=9.344e-01 ; t=7.800e+01, est=9.299e-01 ; t=9.000e+01, est=9.287e-01 ; t=9.800e+01, est=9.186e-01 ; t=1.300e+02, est=9.084e-01 ; t=1.340e+02, est=9.038e-01 ; t=1.450e+02, est=8.993e-01 ; t=1.460e+02, est=8.914e-01 ; t=1.680e+02, est=8.869e-01 ; t=1.830e+02, est=8.756e-01 ; t=2.000e+02, est=8.688e-01 ; t=2.050e+02, est=8.609e-01 ; t=2.100e+02, est=8.586e-01 ; t=2.630e+02, est=8.507e-01 ; t=2.710e+02, est=8.484e-01 ; t=2.770e+02, est=8.416e-01 ; t=3.080e+02, est=8.314e-01 ; t=3.600e+02, est=8.269e-01 ; t=3.640e+02, est=8.212e-01 ; t=4.850e+02, est=8.212e-01 "
NCT01191944," t=1.000e+00, est=9.937e-01 ; t=2.000e+00, est=9.852e-01 ; t=6.000e+00, est=9.810e-01 ; t=1.100e+01, est=9.767e-01 ; t=1.400e+01, est=9.704e-01 ; t=1.600e+01, est=9.683e-01 ; t=2.000e+01, est=9.662e-01 ; t=2.300e+01, est=9.598e-01 ; t=2.500e+01, est=9.577e-01 ; t=3.300e+01, est=9.535e-01 ; t=4.300e+01, est=9.514e-01 ; t=4.500e+01, est=9.471e-01 ; t=4.700e+01, est=9.450e-01 ; t=5.600e+01, est=9.429e-01 ; t=5.700e+01, est=9.387e-01 ; t=7.000e+01, est=9.366e-01 ; t=7.400e+01, est=9.345e-01 ; t=8.400e+01, est=9.323e-01 ; t=9.900e+01, est=9.302e-01 ; t=1.010e+02, est=9.281e-01 ; t=1.080e+02, est=9.260e-01 ; t=1.190e+02, est=9.239e-01 ; t=1.430e+02, est=9.239e-01 "
NCT01194830," t=1.000e+00, est=9.907e-01 ; t=6.000e+00, est=9.815e-01 ; t=1.100e+01, est=9.769e-01 ; t=1.300e+01, est=9.583e-01 ; t=1.400e+01, est=9.398e-01 ; t=1.900e+01, est=9.352e-01 ; t=2.100e+01, est=9.259e-01 ; t=2.600e+01, est=9.213e-01 ; t=2.800e+01, est=9.120e-01 ; t=3.400e+01, est=9.028e-01 ; t=4.100e+01, est=8.843e-01 ; t=4.200e+01, est=8.657e-01 ; t=4.400e+01, est=8.565e-01 ; t=4.900e+01, est=8.519e-01 ; t=5.500e+01, est=8.426e-01 ; t=6.900e+01, est=8.380e-01 ; t=7.200e+01, est=8.333e-01 ; t=8.200e+01, est=8.287e-01 ; t=8.400e+01, est=8.194e-01 ; t=8.500e+01, est=8.102e-01 ; t=1.210e+02, est=8.009e-01 ; t=1.280e+02, est=7.917e-01 ; t=1.320e+02, est=7.824e-01 ; t=1.330e+02, est=7.731e-01 ; t=1.380e+02, est=7.685e-01 ; t=1.400e+02, est=7.593e-01 ; t=1.490e+02, est=7.546e-01 ; t=1.950e+02, est=7.546e-01 "
NCT01204294," t=1.000e+00, est=9.983e-01 ; t=2.100e+01, est=9.948e-01 ; t=2.400e+01, est=9.930e-01 ; t=2.800e+01, est=9.878e-01 ; t=3.400e+01, est=9.861e-01 ; t=4.100e+01, est=9.843e-01 ; t=5.500e+01, est=9.826e-01 ; t=6.000e+01, est=9.808e-01 ; t=7.000e+01, est=9.791e-01 ; t=9.000e+01, est=9.774e-01 ; t=1.100e+02, est=9.739e-01 ; t=1.110e+02, est=9.721e-01 ; t=1.180e+02, est=9.686e-01 ; t=1.390e+02, est=9.669e-01 ; t=1.410e+02, est=9.652e-01 ; t=1.540e+02, est=9.634e-01 ; t=1.960e+02, est=9.617e-01 ; t=2.230e+02, est=9.582e-01 ; t=2.240e+02, est=9.564e-01 ; t=2.510e+02, est=9.547e-01 ; t=2.580e+02, est=9.530e-01 ; t=2.600e+02, est=9.512e-01 ; t=2.610e+02, est=9.495e-01 ; t=2.660e+02, est=9.460e-01 ; t=2.790e+02, est=9.425e-01 ; t=2.810e+02, est=9.408e-01 ; t=3.140e+02, est=9.373e-01 ; t=3.740e+02, est=9.373e-01 "
NCT01210001," t=1.000e+00, est=9.900e-01 ; t=2.900e+01, est=9.839e-01 ; t=3.300e+01, est=9.819e-01 ; t=3.800e+01, est=9.779e-01 ; t=4.300e+01, est=9.759e-01 ; t=4.400e+01, est=9.719e-01 ; t=5.200e+01, est=9.699e-01 ; t=5.700e+01, est=9.659e-01 ; t=8.100e+01, est=9.618e-01 ; t=8.600e+01, est=9.578e-01 ; t=8.700e+01, est=9.558e-01 ; t=8.900e+01, est=9.538e-01 ; t=9.300e+01, est=9.518e-01 ; t=9.500e+01, est=9.498e-01 ; t=1.030e+02, est=9.458e-01 ; t=1.100e+02, est=9.438e-01 ; t=1.110e+02, est=9.418e-01 ; t=1.170e+02, est=9.398e-01 ; t=1.180e+02, est=9.378e-01 ; t=1.380e+02, est=9.357e-01 ; t=1.400e+02, est=9.337e-01 ; t=1.410e+02, est=9.317e-01 ; t=1.570e+02, est=9.257e-01 ; t=1.590e+02, est=9.237e-01 ; t=1.680e+02, est=9.237e-01 ; t=1.690e+02, est=9.204e-01 ; t=2.480e+02, est=9.204e-01 "
NCT01214239," t=1.000e+00, est=9.967e-01 ; t=7.000e+00, est=9.933e-01 ; t=2.000e+01, est=9.900e-01 ; t=2.800e+01, est=9.866e-01 ; t=2.900e+01, est=9.833e-01 ; t=3.400e+01, est=9.799e-01 ; t=4.100e+01, est=9.766e-01 ; t=4.200e+01, est=9.699e-01 ; t=4.600e+01, est=9.666e-01 ; t=4.800e+01, est=9.632e-01 ; t=4.900e+01, est=9.599e-01 ; t=5.000e+01, est=9.498e-01 ; t=6.300e+01, est=9.465e-01 ; t=6.600e+01, est=9.431e-01 ; t=8.300e+01, est=9.365e-01 ; t=8.400e+01, est=9.331e-01 ; t=9.200e+01, est=9.298e-01 ; t=9.300e+01, est=9.264e-01 ; t=9.800e+01, est=9.231e-01 ; t=1.180e+02, est=9.164e-01 ; t=1.230e+02, est=9.130e-01 ; t=1.260e+02, est=9.097e-01 ; t=1.330e+02, est=9.064e-01 ; t=1.460e+02, est=9.030e-01 ; t=1.900e+02, est=9.030e-01 "
